epoch,loss,time,acc,val_loss,val_acc
0,5.935613933563232,1.7076696040000003,9.100000061035157,5.924050872802734,10.4
1,5.903020370483398,1.9569860650000006,8.400000061035156,5.882277899169922,9.14
